strain	date	country	region	clade_membership	author	accession	location	database
RSV-A/human/USA/WA-S25772/2022	2022-10-12	USA	North America	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638723		
RSV-A/human/USA/WA-S25774/2022	2022-10-12	USA	North America	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638725		
PP352364	2022-11-09	USA	North America	A.D.3	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352364		
hRSV/A/USA/2022DT79D/2022	2022-10-29	USA	North America	A.D.3	Goya,S.,Sereewit,J.,Pfalmer,D.,Nguyen,T.,Bakhash,S.A.K.M.,Sobolik,E.B.,Greninger,A.L.	OP890322		
hRSV-A-W13K29E7	2022-10-12	USA	North America	A.D.3	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872600		
MN-MDH-RSVA-00323	2023-12-18	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709373		
HRSV/A/USA/TX-HOU-217904/2024	2024-02-11	USA	North America	A.D.3	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP795165		
MN-MDH-RSVA-00994	2024-03-13	USA	North America	A.D.3	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762498		
MN-MDH-RSVA-01007	2024-03-20	USA	North America	A.D.3	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762511		
RSVA/human/USA/AK-USAFSAM-R00007/2022	2022-11-23	USA	North America	A.D.3	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681281		
hRSV-A-G43R57G2	2023-12-22	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.	PP781410		
hRSV-A-G43R45X9	2023-12-04	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.	PP270257		
RSV-A/human/USA/MA-Broad_MGH-16504/2023	2023-12-12	USA	North America	A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178442		
MN-MDH-RSVA-00669	2024-03-03	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP934451		
MN-MDH-RSVA-00679	2024-03-12	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP934461		
MN-MDH-RSVA-00437	2024-02-11	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP852061		
MN-MDH-RSVA-00844	2024-02-09	USA	North America	A.D.3	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973779		
MN-MDH-RSVA-00836	2024-02-05	USA	North America	A.D.3	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973771		
NIMH/NV/RSV	2020-12-31	India	Asia	A.D.3	Suran,S.,Dhanya,K.,Varun,C.N.,Mani,R.S.	PP231864		
hRSV-A-G43R67G8	2024-01-08	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.	PP781405		
RSVLO799	2022-06-09	United Kingdom	Europe	A.D.3	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348968		
012-0003	2023-12-15	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762768		
RSV - A/B_8yuflr	2024-02-16	Switzerland	Europe	A.D.3		m2-AnXy9n	BL	ReVSeq
RSV - A/B_1lsvfe	2024-02-16	Switzerland	Europe	A.D.3		m2-GbMzJy	BL	ReVSeq
RSV/Human/USA/MA-Broad_MGB-13665/2022	2022-11-05	USA	North America	A.D.3	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024125		
RSV/Human/USA/MA-Broad_MGB-13671/2022	2022-11-05	USA	North America	A.D.3	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024150		
MN-MDH-RSVA-00919	2024-03-05	USA	North America	A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978530		
RSV/Human/USA/MA-Broad_MGB-13807/2022	2022-07-19	USA	North America	A.D.3	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ171918		
hRSV-A-G43R19F6	2023-10-25	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.	PP270239		
hRSV-A-G43R63U7	2024-01-03	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.	PP781384		
hRSV-A-G43R33H6	2023-11-14	USA	North America	A.D.3	Lauring,A.S.,Papalambros,L.K.	PP270256		
A18321013	2022-06-28	Ireland	Europe	A.D.3	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969948		
039-0016	2023-12-11	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762974		
039-0017	2023-12-12	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762975		
011-0015	2023-11-27	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762732		
013-0008	2023-11-30	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762779		
013-0035	2023-12-12	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763073		
009-0034	2023-09-26	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762690		
011-0007	2023-11-23	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762724		
RSV - A/B_1zw548	2024-01-19	Switzerland	Europe	A.D.3		m2-GpvELC	AG	ReVSeq
020-0002	2023-11-08	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762817		
035-0029	2023-12-05	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763139		
033-0004	2023-12-01	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762915		
026-0016	2023-12-05	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762850		
039-0009	2023-11-26	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763159		
026-0042	2023-12-22	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762864		
026-0031	2023-12-13	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763122		
026-0023	2023-12-10	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762852		
026-0036	2023-12-18	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762860		
026-0003	2023-11-07	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762845		
040-0009	2024-01-07	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762983		
026-0014	2023-12-04	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762848		
026-0009	2023-12-01	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762846		
026-0039	2023-12-30	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762862		
026-0002	2023-11-06	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762844		
026-0045	2023-12-20	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762865		
026-0037	2023-12-21	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762861		
030-0005	2023-11-28	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763168		
013-0018	2023-12-12	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762784		
040-0060	2024-02-09	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763031		
041-0004	2024-01-25	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763034		
007-0022	2023-12-07	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762646		
007-0036	2023-12-16	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762651		
036-0008	2023-10-15	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762953		
036-0018	2023-11-05	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762956		
036-0001	2024-01-10	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762951		
036-0030	2023-12-29	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763147		
012-0009	2023-12-28	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762774		
031-0017	2023-12-18	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762890		
031-0003	2023-11-02	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762879		
031-0042	2023-12-29	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762906		
036-0024	2023-12-27	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763146		
031-0029	2023-11-03	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762898		
031-0006	2023-12-04	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762881		
031-0039	2023-12-19	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762905		
H20-346-1102	2023-12-15	USA	North America	A.D.3	Rothstein,A.P.,Qiu,X.,Collins,S.,Muir,G.,Simas,A.,Sum,A.,Lu,B.,Cosca,B.,Girinathan,B.,Leeson,P.,Phillipson,C.W.,Plocik,A.,Simen,B.	PQ117648		
H20-358-5101	2024-01-09	USA	North America	A.D.3	Rothstein,A.P.,Qiu,X.,Collins,S.,Muir,G.,Simas,A.,Sum,A.,Lu,B.,Cosca,B.,Girinathan,B.,Leeson,P.,Phillipson,C.W.,Plocik,A.,Simen,B.	PQ117652		
2310V280027	2023-10-28	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899929		
025-0004	2023-12-04	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762838		
011-0048	2023-12-19	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762762		
010-0021	2023-12-17	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762707		
2312V030015	2023-12-03	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899875		
2312V010037	2023-12-01	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899873		
011-0011	2023-11-24	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762728		
031-0011	2023-12-31	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762884		
031-0038	2023-12-08	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762904		
2401V030153	2024-01-03	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899927		
009-0003	2023-11-23	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763045		
2310V210053	2023-10-21	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899860		
039-0007	2023-11-21	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762970		
2312V180285	2023-12-18	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899904		
2401V110279	2024-01-11	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899849		
2312V250030	2023-12-25	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899911		
040-0026	2023-11-25	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762999		
038-0011	2024-01-28	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762965		
038-0008	2023-12-09	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762964		
2312V040334	2023-12-04	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899878		
013-0028	2024-01-06	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762785		
2312V120294	2023-12-12	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899892		
2401V100239	2024-01-10	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899928		
035-0010	2023-11-25	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762926		
013-0014	2023-12-03	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763067		
011-0043	2023-12-07	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762757		
011-0037	2023-11-10	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762751		
010-0010	2023-12-07	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762699		
010-0026	2023-12-20	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762710		
023-0008	2023-12-17	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762826		
2311V140060	2023-11-13	France	Europe	A.D.3	Caillault,A.,Fourati,S.	PQ899869		
023-0005	2023-11-02	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762824		
023-0018	2023-11-27	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762836		
015-0019	2023-12-15	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762797		
008-0006	2023-12-02	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762667		
009-0014	2023-12-03	France	Europe	A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762680		
