strain	date	country	region	clade_membership	author	accession	location	database
MN-MDH-RSVA-00154	2023-11-04	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386362		
MN-MDH-RSVA-00835	2024-02-05	USA	North America	A.D.5.4	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973770		
MN-MDH-RSVA-00984	2024-01-30	USA	North America	A.D.5.4	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762488		
MN-MDH-RSVA-00539	2024-01-12	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847381		
MN-MDH-RSVA-00614	2024-01-28	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910774		
MN-MDH-RSVA-00602	2024-01-22	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910762		
MN-MDH-RSVA-01020	2024-05-15	USA	North America	A.D.5.4	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762524		
MN-MDH-RSVA-00904	2024-02-23	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978515		
MN-MDH-RSVA-00153	2023-11-06	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386361		
MN-MDH-RSVA-00205	2023-11-03	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504637		
MN-MDH-RSVA-00203	2023-11-03	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504636		
MN-MDH-RSVA-00134	2023-10-28	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386346		
MN-MDH-RSVA-00124	2023-10-25	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386338		
MN-MDH-RSVA-00287	2023-12-19	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP668173		
MN-MDH-RSVA-00467	2023-12-21	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830402		
MN-MDH-RSVA-00076	2023-10-19	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP237795		
MN-MDH-RSVA-00140	2023-10-28	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386351		
MN-MDH-RSVA-00061	2023-10-05	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP237787		
MN-MDH-RSVA-00193	2023-11-04	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504626		
MN-MDH-RSVA-00261	2023-11-21	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP594798		
MN-MDH-RSVA-00254	2023-11-25	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP594797		
MN-MDH-RSVA-00127	2023-10-27	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386341		
MN-MDH-RSVA-00978	2024-01-13	USA	North America	A.D.5.4	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762482		
MN-MDH-RSVA-00999	2024-03-16	USA	North America	A.D.5.4	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762503		
MN-MDH-RSVA-00596	2024-01-11	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910756		
MN-MDH-RSVA-00282	2023-11-30	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP668168		
MN-MDH-RSVA-00468	2023-12-24	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830403		
MN-MDH-RSVA-00321	2023-12-24	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709380		
MN-MDH-RSVA-00159	2023-11-05	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386366		
MN-MDH-RSVA-00163	2023-11-09	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP401813		
MN-MDH-RSVA-00322	2024-01-04	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709394		
MN-MDH-RSVA-00223	2023-11-09	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504655		
MN-MDH-RSVA-00161	2023-11-03	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP401811		
MN-MDH-RSVA-00145	2023-10-28	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386355		
MN-MDH-RSVA-00128	2023-10-27	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386342		
MN-MDH-RSVA-00256	2023-12-04	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP594815		
MN-MDH-RSVA-00284	2023-12-02	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP668170		
MN-MDH-RSVA-00068	2023-10-13	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP237790		
MN-MDH-RSVA-00038	2023-09-25	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP135034		
MN-MDH-RSVA-00465	2023-12-22	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830400		
MN-MDH-RSVA-00990	2024-03-12	USA	North America	A.D.5.4	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762494		
MN-MDH-RSVA-00339	2023-12-28	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709384		
MN-MDH-RSVA-00739	2024-02-05	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957752		
MN-MDH-RSVA-00899	2024-02-22	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978510		
MN-MDH-RSVA-00446	2023-12-08	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830381		
MN-MDH-RSVA-00320	2023-12-21	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709376		
MN-MDH-RSVA-00447	2023-12-10	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830382		
MN-MDH-RSVA-00900	2024-02-22	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978511		
MN-MDH-RSVA-00213	2023-11-10	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504645		
MN-MDH-RSVA-00280	2023-11-30	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP668166		
MN-MDH-RSVA-00220	2023-11-10	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504652		
MN-MDH-RSVA-00520	2024-01-09	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847362		
MN-MDH-RSVA-00755	2024-03-22	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957768		
MN-MDH-RSVA-00216	2023-11-09	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504648		
MN-MDH-RSVA-00290	2023-12-16	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP668176		
MN-MDH-RSVA-00524	2024-01-08	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847366		
MN-MDH-RSVA-00534	2024-01-05	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847376		
MN-MDH-RSVA-00149	2023-11-04	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386358		
MN-MDH-RSVA-00023	2023-09-11	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP135019		
MN-MDH-RSVA-00386	2023-12-25	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709440		
MN-MDH-RSVA-00470	2023-12-23	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830405		
MN-MDH-RSVA-00202	2023-11-06	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504635		
MN-MDH-RSVA-00474	2023-12-22	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830409		
MN-MDH-RSVA-00398	2024-01-01	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709452		
MN-MDH-RSVA-00762	2024-04-09	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957775		
MN-MDH-RSVA-00043	2023-09-29	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP237780		
MN-MDH-RSVA-00209	2023-11-11	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504641		
MN-MDH-RSVA-00148	2023-11-04	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386357		
MN-MDH-RSVA-00612	2024-01-27	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910772		
MN-MDH-RSVA-00742	2024-02-04	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957755		
MN-MDH-RSVA-00456	2023-12-16	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830391		
MN-MDH-RSVA-00523	2024-01-08	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847365		
MN-MDH-RSVA-00156	2023-11-02	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386364		
MN-MDH-RSVA-00198	2023-11-05	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504631		
MN-MDH-RSVA-00276	2023-11-20	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP668162		
MN-MDH-RSVA-00146	2023-11-02	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386356		
MN-MDH-RSVA-00141	2023-10-28	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386352		
MN-MDH-RSVA-00142	2023-10-28	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386353		
MN-MDH-RSVA-00455	2023-12-16	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830390		
MN-MDH-RSVA-00478	2023-12-23	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830413		
MN-MDH-RSVA-00155	2023-11-05	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386363		
MN-MDH-RSVA-00405	2024-01-02	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709459		
MN-MDH-RSVA-00224	2023-11-14	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504656		
MN-MDH-RSVA-00400	2024-01-03	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709454		
MN-MDH-RSVA-00731	2024-02-01	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957744		
MN-MDH-RSVA-00898	2024-02-22	USA	North America	A.D.5.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978509		
ASU102730	2022-11-30	USA	North America	A.D.5	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143190		
OM256488	2018-01-01			A.D.5	Jia,N.,Cao,W.-C.,Hu,Y.-L.,Ye,R.-Z.,Que,T.-C.,Xia,L.-Y.,Cui,X.-M.,Zhang,Y.-W.,Jiang,J.-F.,Wang,Q.-H.,Wang,Q.	OM256488		
2312V210285	2023-12-21	France	Europe	A.D.5	Caillault,A.,Fourati,S.	PQ899907		
hRSV/A/Austria/MUW1451208/2021	2021-09-24	Austria	Europe	A.D.5	Redlberger-Fritz,M.,Springer,D.N.,Aberle,S.W.,Camp,J.V.,Aberle,J.H.	OQ261749		
hRSV/A/Germany/17-00876/2016	2016-11-30	Germany	Europe	A.D.5	Kondgen,S.,Reiche,J.	OR795355		
HRSV/A/Philippines/99084/2020	2020-01-22	Philippines	Asia	A.D.5	Wang,L.,Lumandas,M.U.,Arguelles,V.L.,Morin,J.,Aggarwal,M.,Tatusov,R.,Vega,E.	OP320397		
HRSV/A/Philippines/99078/2019	2019-11-28	Philippines	Asia	A.D.5	Wang,L.,Lumandas,M.U.,Arguelles,V.L.,Morin,J.,Aggarwal,M.,Tatusov,R.,Vega,E.	OP320393		
A18321089	2022-12-09	Ireland	Europe	A.D.5.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970009		
RSVLO814	2022-07-30	United Kingdom	Europe	A.D.5.1	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349011		
PP508189	2023-05-18	Peru	South America	A.D.5.1	Meza,E.,Cuicapuza,D.,Martinez-Ventura,A.,Ayzanoa,B.,Zamudio,C.,Avendano,C.,Greninger,A.,Sobolik,E.,Tsukayama,P.	PP508189		
041-0003	2024-02-09	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ763033		
RSV-A/human/USA/MA-Broad_BWH-19949/2023	2023-09-27	USA	North America	A.D.5.1	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178567		
039-0004	2023-11-20	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762968		
032-0011	2023-12-15	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762909		
2312V300027	2023-12-30	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899920		
026-0026	2023-12-11	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762854		
026-0015	2023-12-04	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762849		
040-0047	2023-12-30	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ763018		
040-0050	2023-12-16	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ763021		
RSV - A/B_1671h2	2024-03-04	Switzerland	Europe	A.D.5.1		m2-DBKZHX	AG	ReVSeq
RSV - A/B_5zgqjd	2024-02-22	Switzerland	Europe	A.D.5.1		m2-Qf8cLC	BS	ReVSeq
RSV - A/B_3j8ex9	2024-01-30	Switzerland	Europe	A.D.5.1		m2-T5VXtD	AG	ReVSeq
WA-UW-88597	2024-01-12	USA	North America	A.D.5.1	Roychoudhury,P.,Xie,X.,Sereewit,J.,Ellis,S.,Greninger,A.	PP959049		
010-0009	2023-12-06	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762698		
010-0011	2023-12-08	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762700		
A19160795	2023-11-17	Ireland	Europe	A.D.5.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970001		
A19160809	2023-11-29	Ireland	Europe	A.D.5.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969993		
A19160815	2023-11-27	Ireland	Europe	A.D.5.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969960		
011-0016	2023-11-12	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ763062		
011-0001	2023-10-29	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762720		
2310V250007	2023-10-25	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899861		
012-0015	2024-02-08	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762777		
033-0001	2023-10-28	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762912		
2312V170004	2023-12-17	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899900		
2312V230015	2023-12-23	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899909		
2312V140254	2023-12-14	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899897		
2311V070002	2023-11-07	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899866		
2312V060198	2023-12-06	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899883		
2312V120280	2023-12-12	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899890		
013-0013	2023-12-04	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762781		
013-0012	2023-12-05	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762780		
015-0010	2023-11-02	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762791		
2311V090140	2023-11-09	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899867		
023-0017	2023-11-27	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762835		
015-0012	2023-11-26	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762793		
009-0027	2023-12-21	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ763053		
2309V270221	2023-09-27	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899859		
008-0013	2023-12-04	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762674		
011-0023	2023-11-30	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762739		
032-0020	2024-01-05	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ763134		
023-0012	2023-12-12	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762830		
038-0012	2024-01-29	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762966		
2312V120297	2023-12-12	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899894		
009-0028	2023-11-18	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762687		
009-0018	2023-11-24	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762682		
029-0019	2023-11-28	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762874		
010-0032	2023-12-25	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762713		
010-0041	2024-01-10	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762716		
025-0006	2023-12-07	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762839		
025-0026	2023-12-31	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762842		
A18321012	2022-06-18	Ireland	Europe	A.D.5.1	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969947		
WA-SCH-5525594	2024-01-15	USA	North America	A.D.5.1	Roychoudhury,P.,Klein,E.J.,Strelitz,B.,Grioni,H.,Moline,H.L.,Tannis,A.,Ellis,S.E.,Xie,H.,Kong,K.,Sereewit,J.,Greninger,A.,Englund,J.A.	PP770464		
RSV-A/human/USA/MA-Broad_MGH-21515/2023	2023-11-06	USA	North America	A.D.5.1	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178281		
RSV - A/B_espnws	2023-12-20	Switzerland	Europe	A.D.5.1		m2-HXHQAT	BS	ReVSeq
RSV - A/B_tt8mrp	2024-02-21	Switzerland	Europe	A.D.5.1		m2-G86emu	BS	ReVSeq
RSV - A/B_wfhl4a	2023-12-07	Switzerland	Europe	A.D.5.1		m2-8ERNNJ	VD	ReVSeq
H20-356-8540	2024-01-02	USA	North America	A.D.5.1	Rothstein,A.P.,Qiu,X.,Collins,S.,Muir,G.,Simas,A.,Sum,A.,Lu,B.,Cosca,B.,Girinathan,B.,Leeson,P.,Phillipson,C.W.,Plocik,A.,Simen,B.	PQ117651		
RSV - A/B_118ucs	2023-11-29	Switzerland	Europe	A.D.5.1		m2-4JSa55	AG	ReVSeq
RSV - A/B_3cq86q	2023-12-29	Switzerland	Europe	A.D.5.1		m2-4i2tZF	BL	ReVSeq
RSV - A/B_6fkgr8	2024-01-31	Switzerland	Europe	A.D.5.1		m2-k9vgiw	BS	ReVSeq
hRSV-A-W13K17U1	2022-09-12	USA	North America	A.D.5.1	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872620		
RSVA/Novosibirsk/8.355/2022	2022-04-04	Russia	Europe	A.D.5.1	Kurskaya,O.G.,Solomatina,M.V.,Saroyan,T.A.,Dubovitskiy,N.A.,Derko,A.A.,Nokhova,A.R.,Sobolev,I.A.,Kabilov,M.R.,Tupikin,A.E.,Sharshov,K.A.	PP709780		
RSV - A/B_70yujw	2023-12-27	Switzerland	Europe	A.D.5.1		m2-HAAUgG	ZH	ReVSeq
RSV - A/B_3pexhk	2024-02-29	Switzerland	Europe	A.D.5.1		m2-pzbDPq	BL	ReVSeq
PP352358	2022-10-01	USA	North America	A.D.5.1	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352358		
RSV-A/human/USA/OR-S23777/2022	2022-11-27	USA	North America	A.D.5.1	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522490	Multnomah County OR	
hRSV-A-HCV11239	2022-11-03	USA	North America	A.D.5.1	Lauring,A.S.,Papalambros,L.K.	OR915728		
hRSV-A-HS15970	2022-10-15	USA	North America	A.D.5.1	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883000		
hRSV-A-HCV11091	2022-11-01	USA	North America	A.D.5.1	Lauring,A.S.,Papalambros,L.K.	OR915738		
hRSV-A-HS15814	2022-10-11	USA	North America	A.D.5.1	Lauring,A.S.,Papalambros,L.K.	PP903813		
hRSV-A-HS15742	2022-10-01	USA	North America	A.D.5.1	Lauring,A.S.,Papalambros,L.K.	PP903817		
hRSV-A-HCV11264	2022-11-05	USA	North America	A.D.5.1	Lauring,A.S.,Papalambros,L.K.	OR915744		
hRSV-A-HS16013	2022-11-07	USA	North America	A.D.5.1	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883005		
hRSV-A-HCV11260	2022-11-05	USA	North America	A.D.5.1	Lauring,A.S.,Papalambros,L.K.	OR915758		
