strain	date	location	subclade_membership	clade_membership	country	database	region	accession	author
GS_00A916T.1	2024-03-19		D.2	5a.2a.1	South Korea			GS_00A916T.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A1S6J.1	2024-01-24		D.2	5a.2a.1	USA			GS_00A1S6J.1	Lauring, A. S.; Papalambros, L. K.
GS_00A3CK1.1	2023-11-20		D.2	5a.2a.1	USA			GS_00A3CK1.1	Garrigues, J. M.; Green, N. M.
GS_00ABEDW.1	2024-01-01		D.2	5a.2a.1	USA			GS_00ABEDW.1	Lauring, A. S.; Papalambros, L. K.
GS_00A1UU5.1	2024-01-02		D.2	5a.2a.1	USA			GS_00A1UU5.1	Lauring, A. S.; Papalambros, L. K.
GS_009YA66.1	2023-10-22		D.2	5a.2a.1	USA			GS_009YA66.1	Lauring, A. S.; Papalambros, L. K.
GS_00A3A40.1	2023-11-19		D.2	5a.2a.1	USA			GS_00A3A40.1	Garrigues, J. M.; Green, N. M.
GS_00A2R6H.1	2024-02-13		D.2	5a.2a.1	USA			GS_00A2R6H.1	Lauring, A. S.; Papalambros, L. K.
GS_009WP7V.1	2023-12-08		D.2	5a.2a.1	USA			GS_009WP7V.1	Lauring, A. S.; Papalambros, L. K.
GS_00A7TLA.1	2024-03-26		D.2	5a.2a.1	USA			GS_00A7TLA.1	Lauring, A. S.; Papalambros, L. K.
GS_00A4RLJ.1	2023-12-28		D.2	5a.2a.1	USA			GS_00A4RLJ.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A3AZ9.1	2023-12-05		D.2	5a.2a.1	USA			GS_00A3AZ9.1	Garrigues, J. M.; Green, N. M.
GS_00A39UL.1	2023-11-16		D.2	5a.2a.1	USA			GS_00A39UL.1	Garrigues, J. M.; Green, N. M.
GS_00A1SKR.1	2024-01-26		D.2	5a.2a.1	USA			GS_00A1SKR.1	Lauring, A. S.; Papalambros, L. K.
GS_00A2159.1	2023-12-02		D.2	5a.2a.1	USA			GS_00A2159.1	Roychoudhury, P.; Xie, H.; Sereewit, J.; Ellis, S.; Greninger, A.
GS_00A0XRA.1	2024-01-29		D.2	5a.2a.1	Germany			GS_00A0XRA.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A0XU4.1	2024-01-31		D.2	5a.2a.1	Germany			GS_00A0XU4.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A2XT2.1	2024-01-01		D.2	5a.2a.1	Peru			GS_00A2XT2.1	Meza, E.; Cuicapuza, D.; Martinez-Ventura, A.; Ayzanoa, B.; Zamudio, C.; Avendano, C.; Sobolik, E.; Greninger, A.; Tsukayama, P.
GS_00A2XU0.1	2024-01-01		D.2	5a.2a.1	Peru			GS_00A2XU0.1	Meza, E.; Cuicapuza, D.; Martinez-Ventura, A.; Ayzanoa, B.; Zamudio, C.; Avendano, C.; Sobolik, E.; Greninger, A.; Tsukayama, P.
GS_00A27P0.1	2023-12-28		D.2	5a.2a.1	Peru			GS_00A27P0.1	Meza, E.; Cuicapuza, D.; Martinez-Ventura, A.; Ayzanoa, B.; Zamudio, C.; Tsukayama, P.
GS_00A27TS.1	2023-12-29		D.2	5a.2a.1	Peru			GS_00A27TS.1	Meza, E.; Cuicapuza, D.; Martinez-Ventura, A.; Ayzanoa, B.; Zamudio, C.; Tsukayama, P.
GS_00A27XJ.1	2024-01-12		D.2	5a.2a.1	Peru			GS_00A27XJ.1	Meza, E.; Cuicapuza, D.; Martinez-Ventura, A.; Ayzanoa, B.; Zamudio, C.; Tsukayama, P.
GS_009Y74D.1	2023-12-15		D.2	5a.2a.1	USA			GS_009Y74D.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A0SAC.1	2024-01-19		D.2	5a.2a.1	USA			GS_00A0SAC.1	Lauring, A. S.; Papalambros, L. K.
GS_00A3909.1	2024-02-01		D.2	5a.2a.1	USA			GS_00A3909.1	Lauring, A. S.; Papalambros, L. K.
GS_009X75D.1	2023-12-13		D.2	5a.2a.1	USA			GS_009X75D.1	Lauring, A. S.; Papalambros, L. K.
GS_00A2183.1	2023-12-29		D.2	5a.2a.1	USA			GS_00A2183.1	Roychoudhury, P.; Xie, H.; Sereewit, J.; Ellis, S.; Greninger, A.
GS_00A35YG.1	2024-02-02		D.2	5a.2a.1	USA			GS_00A35YG.1	Lauring, A. S.; Papalambros, L. K.
GS_00A2G9L.1	2024-02-15		D.2	5a.2a.1	USA			GS_00A2G9L.1	Lauring, A. S.; Papalambros, L. K.
GS_009XTBF.1	2023-12-18		D.2	5a.2a.1	USA			GS_009XTBF.1	Lauring, A. S.; Papalambros, L. K.
GS_00ACVF9.1	2024-05-13		D.2	5a.2a.1	Germany			GS_00ACVF9.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00ABP9V.1	2024-05-06		D.2	5a.2a.1	Germany			GS_00ABP9V.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00ABPRW.1	2024-05-06		D.2	5a.2a.1	Germany			GS_00ABPRW.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00ABPSU.1	2024-05-06		D.2	5a.2a.1	Germany			GS_00ABPSU.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00ABJ74.1	2024-03-27		D.2	5a.2a.1	USA			GS_00ABJ74.1	Lauring, A. S.; Papalambros, L. K.
GS_00AGVSC.1	2024-04-02		D.2	5a.2a.1	USA			GS_00AGVSC.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A9SRX.1	2024-01-14		D.2	5a.2a.1	USA			GS_00A9SRX.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AH54A.1	2024-02-15		D.2	5a.2a.1	USA			GS_00AH54A.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A2DL0.1	2024-02-23		D.2	5a.2a.1	USA			GS_00A2DL0.1	Lauring, A. S.; Papalambros, L. K.
GS_0091MW9.1	2022-12-22		D	5a.2a.1	USA			GS_0091MW9.1	Wentworth, D.; Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009Z8HH.1	2023-10-30		D	5a.2a.1	USA			GS_009Z8HH.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AEGQZ.1	2023-11-26		D	5a.2a.1	USA			GS_00AEGQZ.1	Direct Submission,
GS_00A2R2R.1	2024-02-12		D	5a.2a.1	USA			GS_00A2R2R.1	Lauring, A. S.; Papalambros, L. K.
GS_009ZDDM.1	2023-12-12		D	5a.2a.1	USA			GS_009ZDDM.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AETF7.1	2024-05-30		D	5a.2a.1	USA			GS_00AETF7.1	Simas, A.; Rothstein, A.; Sum, A.; Muir, G.; Qiu, X.
GS_009Z5JJ.1	2023-10-22		D	5a.2a.1	USA			GS_009Z5JJ.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A62M1.1	2024-01-24		D	5a.2a.1	USA			GS_00A62M1.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A7YCN.1	2024-03-13		D	5a.2a.1	USA			GS_00A7YCN.1	Lauring, A. S.; Papalambros, L. K.
GS_00AH1R5.1	2024-03-07		D	5a.2a.1	USA			GS_00AH1R5.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A9UWK.1	2023-12-07		D	5a.2a.1	USA			GS_00A9UWK.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A610B.1	2023-12-25		D	5a.2a.1	USA			GS_00A610B.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A9T37.1	2024-02-10		D	5a.2a.1	USA			GS_00A9T37.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00ALZLB.1	2024-02-27		D	5a.2a.1	USA			GS_00ALZLB.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AH1YR.1	2024-03-04		D	5a.2a.1	USA			GS_00AH1YR.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AH3GN.1	2024-02-29		D	5a.2a.1	USA			GS_00AH3GN.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009ZPMU.1	2023-12-29		D	5a.2a.1	USA			GS_009ZPMU.1	Lauring, A. S.; Papalambros, L. K.
GS_009XNJ5.1	2023-12-08		D	5a.2a.1	USA			GS_009XNJ5.1	Lauring, A. S.; Papalambros, L. K.
GS_009YRCD.1	2023-12-26		D	5a.2a.1	USA			GS_009YRCD.1	Lauring, A. S.; Papalambros, L. K.
GS_009XNSP.1	2023-12-11		D	5a.2a.1	USA			GS_009XNSP.1	Lauring, A. S.; Papalambros, L. K.
GS_00A9P49.1	2024-04-08		D.5	5a.2a.1	USA			GS_00A9P49.1	Roychoudhury, P.; Xie, H.; Sereewit, J.; Ellis, S.; Greninger, A.
GS_00A65SN.1	2024-02-06		D.5	5a.2a.1	USA			GS_00A65SN.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AGWD4.1	2024-04-23		D.5	5a.2a.1	USA			GS_00AGWD4.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AEZMN.1	2024-05-01		D.5	5a.2a.1	USA			GS_00AEZMN.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00ALYR2.1	2024-02-19		D.5	5a.2a.1	USA			GS_00ALYR2.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A9S62.1	2024-02-22		D.5	5a.2a.1	USA			GS_00A9S62.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A24P3.1	2024-02-05		D.5	5a.2a.1	Germany			GS_00A24P3.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00AGXE1.1	2024-03-07		D.5	5a.2a.1	USA			GS_00AGXE1.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AH8JC.1	2024-04-04		D.5	5a.2a.1	USA			GS_00AH8JC.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A3CLZ.1	2024-01-27		D.5	5a.2a.1	USA			GS_00A3CLZ.1	Garrigues, J. M.; Green, N. M.
GS_00A9P2D.1	2024-02-07		D.5	5a.2a.1	USA			GS_00A9P2D.1	Roychoudhury, P.; Xie, H.; Sereewit, J.; Ellis, S.; Greninger, A.
GS_00A2547.1	2024-02-13		D.5	5a.2a.1	Italy			GS_00A2547.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00A26N3.1	2024-02-13		D.5	5a.2a.1	Italy			GS_00A26N3.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00AEZ1V.1	2024-05-13		D.5	5a.2a.1	USA			GS_00AEZ1V.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AGZJQ.1	2024-03-08		D.5	5a.2a.1	USA			GS_00AGZJQ.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A7YK7.1	2024-03-14		D.5	5a.2a.1	USA			GS_00A7YK7.1	Lauring, A. S.; Papalambros, L. K.
GS_00ABL80.1	2024-04-09		D.5	5a.2a.1	USA			GS_00ABL80.1	Lauring, A. S.; Papalambros, L. K.
GS_00A9NSZ.1	2024-03-23		D.5	5a.2a.1	USA			GS_00A9NSZ.1	Roychoudhury, P.; Xie, H.; Sereewit, J.; Ellis, S.; Greninger, A.
GS_00AGJK3.1	2024-07-29		D.5	5a.2a.1	USA			GS_00AGJK3.1	Heibeck, N.; Garrigues, J. M.; Green, N. M.
GS_00AGVF1.1	2024-04-21		D.5	5a.2a.1	USA			GS_00AGVF1.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AH871.1	2024-03-05		D.5	5a.2a.1	USA			GS_00AH871.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AF08C.1	2024-05-09		D.5	5a.2a.1	USA			GS_00AF08C.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00ALUGR.1	2024-02-28		D.5	5a.2a.1	USA			GS_00ALUGR.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009XPVG.1	2023-12-13		D.5	5a.2a.1	USA			GS_009XPVG.1	Lauring, A. S.; Papalambros, L. K.
GS_00ABN62.1	2024-04-21		D.5	5a.2a.1	USA			GS_00ABN62.1	Lauring, A. S.; Papalambros, L. K.
GS_00ABN46.1	2024-04-18		D.5	5a.2a.1	USA			GS_00ABN46.1	Lauring, A. S.; Papalambros, L. K.
GS_00AF0D2.1	2024-04-24		D.5	5a.2a.1	USA			GS_00AF0D2.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKSD1.1	2024-06-28		D.5	5a.2a.1	USA			GS_00AKSD1.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AFXF1.1	2024-06-12		D.5	5a.2a.1	USA			GS_00AFXF1.1	Heibeck, N.; Garrigues, J. M.; Green, N. M.
GS_00AC57F.1	2024-06-20		D.5	5a.2a.1	USA			GS_00AC57F.1	Garrigues, J. M.; Green, N. M.
GS_00AKP4N.1	2024-07-05		D.5	5a.2a.1	USA			GS_00AKP4N.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00ABVL0.1	2024-05-30		D.5	5a.2a.1	USA			GS_00ABVL0.1	Heibeck, N.; Garrigues, J. M.; Green, N. M.
GS_00AWYD7.1	2024-06-24		D.5	5a.2a.1	USA			GS_00AWYD7.1	Lauring, A. S.; Papalambros, L. K.
GS_00AKUMG.1	2024-06-25		D.5	5a.2a.1	USA			GS_00AKUMG.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00ALXLD.1	2024-06-12		D.5	5a.2a.1	USA			GS_00ALXLD.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKRXZ.1	2024-07-05		D.5	5a.2a.1	USA			GS_00AKRXZ.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AF0ZV.1	2024-05-19		D.5	5a.2a.1	USA			GS_00AF0ZV.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKUR8.1	2024-07-25		D.5	5a.2a.1	USA			GS_00AKUR8.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A5X0H.1	2024-03-04		D.5	5a.2a.1	USA			GS_00A5X0H.1	Lauring, A. S.; Papalambros, L. K.
GS_00AH582.1	2024-03-11		D.5	5a.2a.1	USA			GS_00AH582.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00ABL0G.1	2024-04-03		D.5	5a.2a.1	USA			GS_00ABL0G.1	Lauring, A. S.; Papalambros, L. K.
GS_00AM0Q0.1	2024-05-24		D.5	5a.2a.1	USA			GS_00AM0Q0.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKTFW.1	2024-03-21		D.5	5a.2a.1	USA			GS_00AKTFW.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AH5KD.1	2024-03-21		D.5	5a.2a.1	USA			GS_00AH5KD.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00ABJAY.1	2024-03-28		D.5	5a.2a.1	USA			GS_00ABJAY.1	Lauring, A. S.; Papalambros, L. K.
GS_00AGU8G.1	2024-04-03		D.5	5a.2a.1	USA			GS_00AGU8G.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKQ9B.1	2024-06-26		D.5	5a.2a.1	USA			GS_00AKQ9B.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AWYBB.1	2024-06-16		D.5	5a.2a.1	USA			GS_00AWYBB.1	Lauring, A. S.; Papalambros, L. K.
GS_00A2RKQ.1	2024-02-21		D.5	5a.2a.1	USA			GS_00A2RKQ.1	Lauring, A. S.; Papalambros, L. K.
GS_00A5SFS.1	2024-02-24		D.5	5a.2a.1	USA			GS_00A5SFS.1	Lauring, A. S.; Papalambros, L. K.
GS_00A5X1F.1	2024-03-05		D.5	5a.2a.1	USA			GS_00A5X1F.1	Lauring, A. S.; Papalambros, L. K.
GS_00A7Y44.1	2024-03-11		D.5	5a.2a.1	USA			GS_00A7Y44.1	Lauring, A. S.; Papalambros, L. K.
GS_00AGSW7.1	2024-03-20		D.5	5a.2a.1	USA			GS_00AGSW7.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AKSV2.1	2024-07-03		D.5	5a.2a.1	USA			GS_00AKSV2.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AGUG0.1	2024-05-05		D.5	5a.2a.1	USA			GS_00AGUG0.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AEZGZ.1	2024-05-05		D.5	5a.2a.1	USA			GS_00AEZGZ.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A2XKJ.1	2024-01-01		D	5a.2a.1	Peru			GS_00A2XKJ.1	Meza, E.; Cuicapuza, D.; Martinez-Ventura, A.; Ayzanoa, B.; Zamudio, C.; Avendano, C.; Sobolik, E.; Greninger, A.; Tsukayama, P.
GS_00A0UJT.1	2024-02-02		D	5a.2a.1	USA			GS_00A0UJT.1	Lauring, A. S.; Papalambros, L. K.
GS_00A0VQE.1	2024-01-02		D	5a.2a.1	USA			GS_00A0VQE.1	Lauring, A. S.; Papalambros, L. K.
GS_00ABL9Y.1	2024-04-09		D	5a.2a.1	USA			GS_00ABL9Y.1	Lauring, A. S.; Papalambros, L. K.
GS_00A596T.1	2024-02-07		D	5a.2a.1	USA			GS_00A596T.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A05ZL.1	2023-12-26		D	5a.2a.1	USA			GS_00A05ZL.1	Lauring, A. S.; Papalambros, L. K.
GS_00A2UR9.1	2024-01-30		D	5a.2a.1	USA			GS_00A2UR9.1	Lauring, A. S.; Papalambros, L. K.
GS_009WPSQ.1	2023-12-11		D	5a.2a.1	USA			GS_009WPSQ.1	Lauring, A. S.; Papalambros, L. K.
GS_00A2UA6.1	2024-01-31		D	5a.2a.1	USA			GS_00A2UA6.1	Lauring, A. S.; Papalambros, L. K.
GS_009XNNX.1	2023-12-10		D	5a.2a.1	USA			GS_009XNNX.1	Lauring, A. S.; Papalambros, L. K.
GS_009XTSJ.1	2023-12-19		D	5a.2a.1	USA			GS_009XTSJ.1	Lauring, A. S.; Papalambros, L. K.
GS_00AER21.1	2024-03-02		D	5a.2a.1	USA			GS_00AER21.1	Simas, A.; Rothstein, A.; Sum, A.; Muir, G.; Qiu, X.
GS_00ABMXL.1	2024-04-24		D	5a.2a.1	USA			GS_00ABMXL.1	Lauring, A. S.; Papalambros, L. K.
GS_00A21AZ.1	2024-01-04		D	5a.2a.1	USA			GS_00A21AZ.1	Roychoudhury, P.; Xie, H.; Sereewit, J.; Ellis, S.; Greninger, A.
GS_00A64XD.1	2023-12-27		D	5a.2a.1	USA			GS_00A64XD.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A64WF.1	2023-12-27		D	5a.2a.1	USA			GS_00A64WF.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009Y7KG.1	2023-12-13		D	5a.2a.1	USA			GS_009Y7KG.1	Gruner, W. E.; Muehleman, D. M.; Fries, A. C.; Hanson, J. F.; Kramer, D. L.; Demarcus, L. S.; Wasik, P. M.; Robbins, A. S.; Macias, E. A.; Shaw, K. B.; Johnson, C. D.; Hartless, T. R.; Hardy, J.
GS_00AH13G.1	2024-02-23		D	5a.2a.1	USA			GS_00AH13G.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A9UBQ.1	2024-02-27		D	5a.2a.1	USA			GS_00A9UBQ.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A9VGD.1	2023-12-08		D	5a.2a.1	USA			GS_00A9VGD.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009WESZ.1	2023-11-16		D	5a.2a.1	USA			GS_009WESZ.1	Lauring, A. S.; Papalambros, L. K.
GS_00A33CR.1	2024-02-07		D	5a.2a.1	USA			GS_00A33CR.1	Lauring, A. S.; Papalambros, L. K.
GS_00A4UXT.1	2023-12-04		D	5a.2a.1	USA			GS_00A4UXT.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A4UUZ.1	2023-12-03		D	5a.2a.1	USA			GS_00A4UUZ.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A9WCL.1	2024-02-06		D	5a.2a.1	USA			GS_00A9WCL.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009WMYE.1	2023-12-04		D	5a.2a.1	USA			GS_009WMYE.1	Lauring, A. S.; Papalambros, L. K.
GS_009ZNKZ.1	2023-12-16		D	5a.2a.1	USA			GS_009ZNKZ.1	Lauring, A. S.; Papalambros, L. K.
GS_00A66CG.1	2024-01-10		D	5a.2a.1	USA			GS_00A66CG.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009XRY8.1	2024-01-05		D	5a.2a.1	USA			GS_009XRY8.1	Lauring, A. S.; Papalambros, L. K.
GS_00A0GK3.1	2024-01-17		D	5a.2a.1	USA			GS_00A0GK3.1	Lauring, A. S.; Papalambros, L. K.
GS_00A9RM6.1	2024-01-22		D	5a.2a.1	USA			GS_00A9RM6.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00AHAWL.1	2024-05-18		D	5a.2a.1	USA			GS_00AHAWL.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009ZQRK.1	2024-01-04		D	5a.2a.1	USA			GS_009ZQRK.1	Lauring, A. S.; Papalambros, L. K.
GS_00A2HY6.1	2024-02-02		D	5a.2a.1	USA			GS_00A2HY6.1	Lauring, A. S.; Papalambros, L. K.
GS_00AH0CZ.1	2024-03-07		D	5a.2a.1	USA			GS_00AH0CZ.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A0HNW.1	2024-01-09		D	5a.2a.1	USA			GS_00A0HNW.1	Lauring, A. S.; Papalambros, L. K.
GS_009XAA0.1	2023-12-27		D	5a.2a.1	USA			GS_009XAA0.1	Lauring, A. S.; Papalambros, L. K.
GS_00A3F6R.1	2023-12-16		D	5a.2a.1	USA			GS_00A3F6R.1	Garrigues, J. M.; Green, N. M.
GS_00A2KPN.1	2024-02-06		D	5a.2a.1	USA			GS_00A2KPN.1	Lauring, A. S.; Papalambros, L. K.
GS_00AM0P2.1	2024-02-15		D	5a.2a.1	USA			GS_00AM0P2.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009ZM5V.1	2023-11-09		D	5a.2a.1	USA			GS_009ZM5V.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009XULV.1	2023-12-18		D	5a.2a.1	USA			GS_009XULV.1	Lauring, A. S.; Papalambros, L. K.
GS_00A0VT8.1	2024-01-17		D	5a.2a.1	USA			GS_00A0VT8.1	Lauring, A. S.; Papalambros, L. K.
GS_00A5Z2B.1	2024-02-12		D.4	5a.2a.1	USA			GS_00A5Z2B.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009SQVR.1	2023-09-09		D.4	5a.2a.1	USA			GS_009SQVR.1	Lauring, A. S.; Papalambros, L.
GS_009Z4HM.1	2023-12-07		D.4	5a.2a.1	USA			GS_009Z4HM.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_009WLPZ.1	2023-11-26		D.4	5a.2a.1	USA			GS_009WLPZ.1	Lauring, A. S.; Papalambros, L. K.
GS_00A1W5G.1	2024-01-24		D.4	5a.2a.1	USA			GS_00A1W5G.1	Lauring, A. S.; Papalambros, L. K.
GS_00ABNCQ.1	2024-03-29		D.4	5a.2a.1	USA			GS_00ABNCQ.1	Lauring, A. S.; Papalambros, L. K.
GS_009ZA56.1	2023-11-20		D.4	5a.2a.1	USA			GS_009ZA56.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A587S.1	2024-01-23		D.4	5a.2a.1	USA			GS_00A587S.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A647U.1	2024-02-11		D.4	5a.2a.1	USA			GS_00A647U.1	Barnes, J.; Steel, J.; Garten, R.; Davis, T.; Dugan, V.
GS_00A9NEQ.1	2024-02-25		D.4	5a.2a.1	USA			GS_00A9NEQ.1	Roychoudhury, P.; Xie, H.; Sereewit, J.; Ellis, S.; Greninger, A.
