strain	date	country	region	location	clade_membership	author	accession	database
KF826821	2007-12-31	USA	North America		A.3.1	Lorenzi,H.,Town,C.,Halpin,R.,Bera,J.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Rebuffo-Scheer,C.,Fan,J.,He,J.,Kehl,S.C.,Lederboer,N.,Jurgens,L.A.,Bose,M.E.,Beck,E.T.,Kumar,S.,Wentworth,D.E.,Henrickson,K.J.	KF826821	
KF826840	2007-02-16	Mexico	North America		A.3.1	Lorenzi,H.,Town,C.,Halpin,R.,Bera,J.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Rebuffo-Scheer,C.,Fan,J.,He,J.,Kehl,S.C.,Lederboer,N.,Jurgens,L.A.,Bose,M.E.,Beck,E.T.,Kumar,S.,Noyola,D.E.,Wentworth,D.E.,Henrickson,K.J.	KF826840	
BE06-6650	2006-11-22	Belgium	Europe		A.3.1	Tan,L.,Lemey,P.,Houspie,L.,C Viveen,M.,Jansen,N.J.,van Loon,A.M.,Wiertz,E.,van Bleek,G.M.,Martin,D.P.,Coenjaerts,F.E.,Viveen,M.,Coenjaerts,F.E.J.	JX015482	
RSV597	2007-11-19	Netherlands	Europe		A.3.1	Tan,L.,Lemey,P.,Houspie,L.,C Viveen,M.,Jansen,N.J.,van Loon,A.M.,Wiertz,E.,van Bleek,G.M.,Martin,D.P.,Coenjaerts,F.E.,Viveen,M.,Coenjaerts,F.E.J.	JX015490	
OK649663	2007-10-03	Kenya	Africa		A.3.1	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	OK649663	
KY782635	2009-09-01	China	Asia		A.3.1	Zhu,C.,Fu,S.,Yu,L.,Zhou,X.	KY782635	
HRSV/A/GBR/NU4908/2008	2008-08-12	United Kingdom	Europe		A.3.1	Aeschbacher,T.,Cai,A.,Manhas,S.,Zamora,J.L.R.	PQ591395	
KX655647	2012-01-31	Jordan	Asia		A.3.1	Shabman,R.,Das,S.R.,Puri,V.,Fedorova,N.,Amedeo,P.,Williams,M.,Shrivastava,S.,Halasa,N.	KX655647	
VN-789-6/10	2010-06-15	Vietnam	Asia		A.3.1	Do,L.A.,Wilm,A.,van Doorn,H.R.,Lam,H.M.,Sim,S.,Sukumaran,R.,Tran,A.T.,Nguyen,B.H.,Tran,T.T.,Tran,Q.H.,Vo,Q.B.,Tran Dac,N.A.,Trinh,H.N.,Nguyen,T.T.,Le Binh,B.T.,Le,K.,Nguyen,M.T.,Thai,Q.T.,Vo,T.V.,Ngo,N.Q.,Dang,T.K.,Cao,N.H.,Tran,T.V.,Ho,L.V.,Farrar,J.,De Jong,M.,Chen,S.,Nagarajan,N.,Bryant,J.E.,Hibberd,M.L.,Do,L.A.H.,Tran,T.T.L.,Nguyen,t.T.H.,Ngo,N.Q.M.,Dang,t.K.H.,de Jong,M.D.,Nagaranjan,N.	KJ939958	
KJ627351	2011-04-13	Peru	South America		A.3.1	Wentworth,D.E.,Halpin,R.A.,Bera,J.,Lin,X.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Garcia,J.,Laguna-Torres,V.A.,Leguia,M.,Benavides,J.G.,Halsey,E.	KJ627351	
KJ627349	2009-09-17	Peru	South America		A.3.1	Wentworth,D.E.,Halpin,R.A.,Bera,J.,Lin,X.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Garcia,J.,Laguna-Torres,V.A.,Leguia,M.,Benavides,J.G.,Halsey,E.	KJ627349	
KM578843	2012-01-10	China	Asia	Guangzhou	A.3.1	Xie,J.H.,Zhu,B.,Zhong,J.Y.,Chen,Y.,Zhang,Y.Y.	KM578843	
Kilifi_10590_42_RSVA_2010	2010-03-16	Kenya	Africa		A.3.1	Agoti,C.N.,Munywoki,P.K.,Phan,M.V.T.,Otieno,J.R.,Kamau,E.,Bett,A.,Githinji,G.,Medley,G.F.,Cane,P.A.,Kellam,P.,Cotten,M.L.,Nokes,D.J.	KX510230	
VN-119-7/09	2009-07-21	Vietnam	Asia		A.3.1	Do,L.A.,Wilm,A.,van Doorn,H.R.,Lam,H.M.,Sim,S.,Sukumaran,R.,Tran,A.T.,Nguyen,B.H.,Tran,T.T.,Tran,Q.H.,Vo,Q.B.,Tran Dac,N.A.,Trinh,H.N.,Nguyen,T.T.,Le Binh,B.T.,Le,K.,Nguyen,M.T.,Thai,Q.T.,Vo,T.V.,Ngo,N.Q.,Dang,T.K.,Cao,N.H.,Tran,T.V.,Ho,L.V.,Farrar,J.,De Jong,M.,Chen,S.,Nagarajan,N.,Bryant,J.E.,Hibberd,M.L.,Do,L.A.H.,Tran,T.T.L.,Nguyen,t.T.H.,Ngo,N.Q.M.,Dang,t.K.H.,de Jong,M.D.,Nagaranjan,N.	KJ939935	
08-001411	2008-01-14	Netherlands	Europe		A.3.1	Tan,L.,Lemey,P.,Houspie,L.,C Viveen,M.,Jansen,N.J.,van Loon,A.M.,Wiertz,E.,van Bleek,G.M.,Martin,D.P.,Coenjaerts,F.E.,Viveen,M.,Coenjaerts,F.E.J.	JX015494	
KF530261	2008-05-01	Germany	Europe		A.3.1	Lorenzi,H.,Town,C.,Halpin,R.,Bera,J.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Rebuffo-Scheer,C.,Fan,J.,He,J.,Kehl,S.C.,Lederboer,N.,Jurgens,L.A.,Bose,M.E.,Beck,E.T.,Kumar,S.,Neumann-Haefelin,D.,Wentworth,D.E.,Henrickson,K.J.	KF530261	
MH760595	2010-06-18	Australia	Oceania		A.3.1	Di Giallonardo,F.,Kok,J.,Fernandez,M.,Carter,I.,Geoghegan,J.L.,Dwyer,D.E.,Holmes,E.C.,Eden,J.S.,Eden,J.-S.	MH760595	
KX655656	2010-03-22	Jordan	Asia		A.3.1	Shabman,R.,Das,S.R.,Puri,V.,Fedorova,N.,Amedeo,P.,Williams,M.,Shrivastava,S.,Halasa,N.	KX655656	
OK649636	2009-02-16	Brazil	South America		A.3.1	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	OK649636	
hRSV/A/Germany/11-01819/2011	2011-01-26	Germany	Europe		A.3.1	Kondgen,S.,Reiche,J.	OR795334	
JF920055	2010-01-25	USA	North America	Wi	A.3.1	Rebuffo-Scheer,C.,Bose,M.E.,He,J.,Khaja,S.,Ulatowski,M.,Beck,E.T.,Fan,J.,Kumar,S.,Nelson,M.I.,Henrickson,K.J.	JF920055	
OK649652	2010-01-02	Brazil	South America		A.3.1	Wang,L.,Ng,T.F.F.,Castro,C.J.,Marine,R.L.,Magana,L.C.,Esona,M.,Peret,T.C.T.,Thornburg,N.J.	OK649652	
KF826833	2009-03-19	Italy	Europe		A.3.1	Lorenzi,H.,Town,C.,Halpin,R.,Bera,J.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Rebuffo-Scheer,C.,Fan,J.,He,J.,Kehl,S.C.,Lederboer,N.,Jurgens,L.A.,Bose,M.E.,Beck,E.T.,Kumar,S.,Gerna,G.,Wentworth,D.E.,Henrickson,K.J.	KF826833	
hRSV/A/Germany/09-03766/2009	2009-02-18	Germany	Europe		A.3.1	Kondgen,S.,Reiche,J.	OR795328	
A11	2011-03-31	Netherlands	Europe		A.3.1	Rennick,L.J.,Nambulli,S.,Lemon,K.,Olinger,G.Y.,Crossland,N.A.,Millar,E.L.,Duprex,W.P.	MN604236	
KJ627273	2010-03-16	Peru	South America		A.3.1	Wentworth,D.E.,Halpin,R.A.,Bera,J.,Lin,X.,Fedorova,N.,Tsitrin,T.,McLellan,M.,Stockwell,T.,Amedeo,P.,Bishop,B.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Garcia,J.,Laguna-Torres,V.A.,Leguia,M.,Benavides,J.G.,Halsey,E.	KJ627273	
KP663728	2012-07-16	South Korea	Asia		A.3.1.1	Yun,M.R.,Kim,A.R.,Lee,H.S.,Kim,D.W.,Lee,W.J.,Kim,K.,Kim,S.S.,Kim,Y.J.,Yun,M.-R.,Lee,W.-J.,Kim,A.-R.,Kim,Y.-J.,Kim,D.-W.	KP663728	
hRSV/A/Germany/10-04112/2010	2010-04-24	Germany	Europe		A.3.1.1	Kondgen,S.,Reiche,J.	OR795330	
KX765924	2010-10-21	New Zealand	Oceania		A.3.1.1	Shabman,R.,Das,S.R.,Shilts,M.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Williams,M.,Barratt,K.,Mitchell,J.,Jennings,L.	KX765924	
MH760600	2011-09-22	Australia	Oceania		A.3.1.1	Di Giallonardo,F.,Kok,J.,Fernandez,M.,Carter,I.,Geoghegan,J.L.,Dwyer,D.E.,Holmes,E.C.,Eden,J.S.,Eden,J.-S.	MH760600	
hRSV/A/Germany/12-02624/2012	2012-03-19	Germany	Europe		A.3.1.1	Kondgen,S.,Reiche,J.	OR795337	
TEv-12-125	2012-12-12	Philippines	Asia		A.3.1.1	Malasao,R.,Furuse,Y.,Okamoto,M.,Dapat,C.,Saito,M.,Saito-Obata,M.,Tamaki,R.,Segubre-Mercado,E.,Lupisan,S.,Oshitani,H.	KY654507	
KF530269	2009-12-10	USA	North America		A.3.1.1	Lorenzi,H.,Town,C.,Halpin,R.,Bera,J.,Ransier,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Li,K.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Rebuffo-Scheer,C.,Fan,J.,He,J.,Kehl,S.C.,Lederboer,N.,Jurgens,L.A.,Bose,M.E.,Beck,E.T.,Kumar,S.,Wentworth,D.E.,Henrickson,K.J.	KF530269	
KC978856	2011-12-11	China	Asia		A.3.1.1	Gu,H.,Xie,Z.,Li,T.,Zhang,S.,Lai,C.,Zhu,P.,Wang,K.,Han,L.,Duan,Y.,Zhao,Z.,Yang,X.,Xing,L.,Zhang,P.,Wang,Z.,Li,R.,Yu,J.J.,Wang,X.,Yang,P.,Gu,H.J.,Sun,S.J.,Chen,R.,Yang,P.H.	KC978856	
KX655666	2011-03-01	Jordan	Asia		A.3.1.1	Shabman,R.,Das,S.R.,Puri,V.,Fedorova,N.,Amedeo,P.,Williams,M.,Shrivastava,S.,Halasa,N.	KX655666	
KX765967	2012-08-22	New Zealand	Oceania		A.3.1.1	Shabman,R.,Das,S.R.,Shilts,M.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Williams,M.,Barratt,K.,Mitchell,J.,Jennings,L.	KX765967	
KX765931	2011-06-23	New Zealand	Oceania		A.3.1.1	Shabman,R.,Das,S.R.,Shilts,M.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Williams,M.,Barratt,K.,Mitchell,J.,Jennings,L.	KX765931	
KC731483	2011-12-31	India	Asia		A.3.1.1	Choudhary,M.L.,Wadhwa,B.S.,Jadhav,S.M.,Chadha,M.S.,Wadhwa,B.,Mourya,D.T.	KC731483	
MH828495	2014-07-28	Vietnam	Asia		A.D	Lu,L.,Robertson,G.,Ashworth,J.,Pham Hong,A.,Shi,T.,Ivens,A.,Thwaites,G.,Baker,S.,Woolhouse,M.	MH828495	
B614122905	2014-12-29	China	Asia		A.D	Fu,X.,Cheng,Y.,He,Z.,Dong,W.,Lan,K.,Zhang,C.,Hu,Y.	KT285064	
UU02-0026-V01	2017-12-22	Netherlands	Europe		A.D	Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.	MZ516077	
HRSV/A/Argentina/BA-HNRG-180/2015	2015-07-10	Argentina	South America	Escobar	A.D	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	ON237266	
JX627336	2011-12-27	South Korea	Asia		A.D	Lee,W.J.,Kim,Y.J.,Kim,D.W.,Lee,H.S.,Lee,H.Y.,Kim,K.,Kim,Y.-J.	JX627336	
MH828492	2013-10-24	Vietnam	Asia		A.D	Lu,L.,Robertson,G.,Ashworth,J.,Pham Hong,A.,Shi,T.,Ivens,A.,Thwaites,G.,Baker,S.,Woolhouse,M.	MH828492	
KX765954	2013-05-08	New Zealand	Oceania		A.D	Shabman,R.,Das,S.R.,Shilts,M.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Williams,M.,Barratt,K.,Mitchell,J.,Jennings,L.	KX765954	
MH760636	2016-09-16	Australia	Oceania		A.D	Di Giallonardo,F.,Kok,J.,Fernandez,M.,Carter,I.,Geoghegan,J.L.,Dwyer,D.E.,Holmes,E.C.,Eden,J.S.,Eden,J.-S.	MH760636	
MH760642	2014-08-06	Australia	Oceania		A.D	Di Giallonardo,F.,Kok,J.,Fernandez,M.,Carter,I.,Geoghegan,J.L.,Dwyer,D.E.,Holmes,E.C.,Eden,J.S.,Eden,J.-S.	MH760642	
MN536999	2015-12-31	USA	North America		A.D	Roychoudhury,P.,Chu,H.	MN536999	
MW160783	2017-04-17	Australia	Oceania		A.D	Robertson,M.,Eden,J.-S.,Levy,A.,Carter,I.,Tulloch,R.L.,Cutmore,E.J.,Horsburgh,B.A.,Sikazwe,C.T.,Dwyer,D.E.,Smith,D.W.,Kok,J.	MW160783	
010102007	2018-12-02	Canada	North America		A.D	Langedijk,A.C.,Lebbink,R.J.,Bont,L.J.,Evers,A.	PP376674	
OX02-9267-V01	2020-01-11	United Kingdom	Europe		A.D	Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.	MZ515681	
HRSV/A/Japan/21RS043iso/2021	2021-08-25	Japan	Asia		A.D	Ichikawa,Y.,Saito,R.	LC862054	
HRSV/A/Japan/21U065iso/2021	2021-10-20	Japan	Asia		A.D	Ichikawa,Y.,Saito,R.	LC862065	
HRSV/A/Japan/21U013iso/2021	2021-09-11	Japan	Asia		A.D	Ichikawa,Y.,Saito,R.	LC862059	
HRSV/A/Japan/21U033iso/2021	2021-10-04	Japan	Asia		A.D	Ichikawa,Y.,Saito,R.	LC862060	
HRSV/A/Japan/21U036iso/2021	2021-10-08	Japan	Asia		A.D	Ichikawa,Y.,Saito,R.	LC862062	
HRSV/A/Japan/21U094iso/2021	2021-11-13	Japan	Asia		A.D	Ichikawa,Y.,Saito,R.	LC862066	
HRSV/A/Japan/21U100iso/2021	2021-11-20	Japan	Asia		A.D	Ichikawa,Y.,Saito,R.	LC862067	
HRSV/A/Japan/21U125iso/2021	2021-12-20	Japan	Asia		A.D	Ichikawa,Y.,Saito,R.	LC862068	
HRSV/A/Japan/21U057iso/2021	2021-10-18	Japan	Asia		A.D	Ichikawa,Y.,Saito,R.	LC862064	
HRSV/A/Japan/21U035iso/2021	2021-10-06	Japan	Asia		A.D	Ichikawa,Y.,Saito,R.	LC862061	
2016-R0467	2015-12-29	China	Asia		A.D	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974121	
TH/B10806/2014	2014-08-27	Thailand	Asia		A.D	Thongpan,I.	MH447956	
KU950492	2012-10-03	USA	North America		A.D	Das,S.R.,Halpin,R.A.,Shilts,M.,Puri,V.,Akopov,A.,Fedorova,N.,Stockwell,T.,Amedeo,P.,Bishop,B.,Katzel,D.,Schobel,S.,Shrivastava,S.,Hartert,T.	KU950492	
HRSV/A/Argentina/BA-HNRG-046/2014	2014-06-16	Argentina	South America		A.D	Goya,S.,Lucion,M.F.,Shilts,M.H.,Juarez,M.D.V.,Gentile,A.,Mistchenko,A.S.,Viegas,M.,Das,S.R.	ON237232	
TH/CB124/2013	2013-11-01	Thailand	Asia		A.D	Thongpan,I.	MH447953	
hRSV/A/Germany/14-02853/2014	2014-03-18	Germany	Europe		A.D	Kondgen,S.,Reiche,J.	OR795347	
hRSV/A/Germany/15-04041/2015	2015-03-05	Germany	Europe		A.D	Kondgen,S.,Reiche,J.	OR795351	
OQ941767	2018-12-31	Australia	Oceania		A.D.1	Pangesti,K.N.A.,Ansari,H.R.,Bayoumi,A.,Kesson,A.M.,Hill-Cawthorne,G.A.,Abd El Ghany,M.	OQ941767	
PP352305	2018-12-31	USA	North America		A.D.1	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352305	
SE02-0103-D02	2019-12-20	Spain	Europe		A.D.1	Lin,G.-L.,Drysdale,S.B.,Snape,M.D.,O'Connor,D.,Brown,A.,MacIntyre-Cockett,G.,Mellado-Gomez,E.,de Cesare,M.,Bonsall,D.,Ansari,M.A.,Oner,D.,Aerssens,J.,Butler,C.,Bont,L.,Openshaw,P.,Martinon-Torres,F.,Nair,H.,Bowden,R.,Golubchik,T.,Pollard,A.J.	MZ515777	
hRSV/A/Austria/MUW1228283/2020	2020-02-28	Austria	Europe		A.D.1	Redlberger-Fritz,M.,Springer,D.N.,Aberle,S.W.,Camp,J.V.,Aberle,J.H.	OQ261747	
H82	2017-12-31	USA	North America	Pa	A.D.1	Musa,A.O.,Faber,S.R.,Lopez,C.B.	PP525306	
hRSV/A/Germany/19-02698/2019	2019-02-17	Germany	Europe		A.D.1	Kondgen,S.,Reiche,J.	OR795381	
HRSV/A/USA/TX-HOU-R06687/2021	2021-06-21	USA	North America		A.D.1	Avadhanula,V.,Piedra,P.	PQ308736	
hRSV-A-D13J37Z3	2022-10-31	USA	North America		A.D.1	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872589	
PP352326	2022-10-31	USA	North America		A.D.1	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352326	
PP352350	2022-10-01	USA	North America		A.D.1	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352350	
RSVA/human/USA/MT-USAFSAM-R00040/2022	2022-12-13	USA	North America		A.D.1	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681267	
PP352356	2022-10-01	USA	North America		A.D.1	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352356	
PP352375	2022-11-30	USA	North America		A.D.1	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352375	
RSV-A/human/USA/OR-S23788/2022	2022-12-18	USA	North America	Clackamas County	A.D.1	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522501	
RSV-A/human/USA/OR-S23790/2022	2022-12-18	USA	North America	Washington County OR	A.D.1	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522503	
RSV-A/human/USA/OR-S24492/2022	2022-12-10	USA	North America	Multnomah County OR	A.D.1	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP084056	
RSV-A/human/USA/OR-S23791/2022	2022-12-26	USA	North America	Washington County OR	A.D.1	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522504	
hRSV-A-G43Q68M3	2023-05-25	USA	North America		A.D.1	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR883002	
RSV-A/human/USA/OR-S23786/2022	2022-12-18	USA	North America	Multnomah County OR	A.D.1	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522499	
RSV-A/human/USA/OR-S24026/2022	2022-12-17	USA	North America	Multnomah County OR	A.D.1	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR601476	
RSV-A/human/USA/OR-S24027/2022	2022-12-19	USA	North America	Multnomah County OR	A.D.1	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR601477	
RSV-A/human/USA/OR-S23805/2022	2022-12-04	USA	North America	Multnomah County OR	A.D.1	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522518	
RSV-A/human/USA/OR-S23808/2022	2022-12-11	USA	North America	Multnomah County OR	A.D.1	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522521	
hRSV/A/Panama/ICGES-69/2022	2022-12-19	Panama	North America		A.D.1	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618020	
